iteration;exec time (1 thread);exec time (16 threads);exec time (16 threads linear);speedup;speedup (linear);efficiency;efficiency (linear);difference (1 thread);difference(16 threads)
230;10.833112;2.770231;0.677070;3.910545;16.000000;0.244409;1.000000;27390880.000000;27390882.000000
231;10.875473;2.779618;0.679717;3.912578;16.000000;0.244536;1.000000;27273278.000000;27273258.000000
232;10.920895;2.788939;0.682556;3.915788;16.000000;0.244737;1.000000;27156388.000000;27156376.000000
233;10.960974;2.799086;0.685061;3.915911;16.000000;0.244744;1.000000;27040030.000000;27040026.000000
234;11.003731;2.808583;0.687733;3.917894;16.000000;0.244868;1.000000;26923988.000000;26923988.000000
235;11.053247;2.820269;0.690828;3.919217;16.000000;0.244951;1.000000;26809140.000000;26809148.000000
236;11.130922;2.848444;0.695683;3.907720;16.000000;0.244233;1.000000;26694436.000000;26694430.000000
237;11.176162;2.864277;0.698510;3.901914;16.000000;0.243870;1.000000;26580012.000000;26580016.000000
238;11.221914;2.875902;0.701370;3.902051;16.000000;0.243878;1.000000;26466492.000000;26466488.000000
239;11.266252;2.888429;0.704141;3.900477;16.000000;0.243780;1.000000;26353582.000000;26353582.000000
240;11.311022;2.899151;0.706939;3.901494;16.000000;0.243843;1.000000;26241342.000000;26241356.000000
241;11.356531;2.910811;0.709783;3.901501;16.000000;0.243844;1.000000;26129450.000000;26129456.000000
242;11.400580;2.922467;0.712536;3.901012;16.000000;0.243813;1.000000;26018162.000000;26018164.000000
243;11.446333;2.933821;0.715396;3.901510;16.000000;0.243844;1.000000;25907264.000000;25907278.000000
244;11.490214;2.944984;0.718138;3.901622;16.000000;0.243851;1.000000;25797216.000000;25797226.000000
245;11.534531;2.954760;0.720908;3.903712;16.000000;0.243982;1.000000;25687582.000000;25687594.000000
246;11.579683;2.965831;0.723730;3.904364;16.000000;0.244023;1.000000;25578586.000000;25578590.000000
247;11.624218;2.976231;0.726514;3.905684;16.000000;0.244105;1.000000;25469918.000000;25469922.000000
248;11.668722;2.986146;0.729295;3.907619;16.000000;0.244226;1.000000;25361916.000000;25361912.000000
249;11.711142;2.995791;0.731946;3.909199;16.000000;0.244325;1.000000;25254516.000000;25254526.000000
250;11.752314;3.005278;0.734520;3.910558;16.000000;0.244410;1.000000;25147516.000000;25147512.000000
251;11.793544;3.014674;0.737097;3.912046;16.000000;0.244503;1.000000;25041208.000000;25041204.000000
252;11.834724;3.024044;0.739670;3.913542;16.000000;0.244596;1.000000;24935470.000000;24935480.000000
253;11.876154;3.033261;0.742260;3.915309;16.000000;0.244707;1.000000;24829908.000000;24829910.000000
254;11.917332;3.042580;0.744833;3.916851;16.000000;0.244803;1.000000;24725174.000000;24725178.000000
255;11.958809;3.051822;0.747426;3.918580;16.000000;0.244911;1.000000;24620866.000000;24620868.000000
256;11.999838;3.061368;0.749990;3.919763;16.000000;0.244985;1.000000;24516936.000000;24516934.000000
257;12.041734;3.070681;0.752608;3.921519;16.000000;0.245095;1.000000;24413706.000000;24413710.000000
258;12.083668;3.080181;0.755229;3.923038;16.000000;0.245190;1.000000;24310820.000000;24310826.000000
259;12.125708;3.089559;0.757857;3.924738;16.000000;0.245296;1.000000;24208844.000000;24208852.000000
260;12.167207;3.098909;0.760450;3.926287;16.000000;0.245393;1.000000;24107042.000000;24107028.000000
261;12.217806;3.109865;0.763613;3.928725;16.000000;0.245545;1.000000;24005584.000000;24005584.000000
262;12.267089;3.123645;0.766693;3.927171;16.000000;0.245448;1.000000;23904792.000000;23904784.000000
263;12.319289;3.137531;0.769956;3.926428;16.000000;0.245402;1.000000;23804912.000000;23804908.000000
264;12.369421;3.148598;0.773089;3.928549;16.000000;0.245534;1.000000;23704916.000000;23704910.000000
